Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
54,Entry long,2025-09-10 19:43,M1 scalp up,3635.87,1,3635.87,630.9,0.12,0,793.05,0.15,0,0.00,-26.96,0.00,8
55,Exit long,2025-09-10 20:39,SL,3638.41,1,3640.98,-378.84,-0.07,0,81.07,0.02,-378.84,-0.07,-405.8,-0.04,31
55,Entry long,2025-09-10 20:08,M1 scalp up,3640.98,1,3640.98,-378.84,-0.07,0,81.07,0.02,-378.84,-0.07,-405.8,-0.04,31
56,Exit short,2025-09-11 15:16,SL,3634.77,1,3630.8,-585.41,-0.11,0,73.73,0.01,-585.41,-0.11,-991.21,-0.10,15
56,Entry short,2025-09-11 15:01,M1 scalp down,3630.8,1,3630.8,-585.41,-0.11,0,73.73,0.01,-585.41,-0.11,-991.21,-0.10,15
57,Exit long,2025-09-11 15:48,SL,3632.82,1,3636.18,-495.46,-0.09,0,272.8,0.05,-495.46,-0.09,-1486.67,-0.15,17
57,Entry long,2025-09-11 15:31,M1 scalp up,3636.18,1,3636.18,-495.46,-0.09,0,272.8,0.05,-495.46,-0.09,-1486.67,-0.15,17
58,Exit long,2025-09-11 17:04,SL,3633.1,1,3637.03,-579.51,-0.11,0,306.71,0.06,-579.51,-0.11,-2066.18,-0.21,44
58,Entry long,2025-09-11 16:20,M1 scalp up,3637.03,1,3637.03,-579.51,-0.11,0,306.71,0.06,-579.51,-0.11,-2066.18,-0.21,44
59,Exit long,2025-09-11 18:30,SL,3631.49,1,3634.33,-418.78,-0.08,0,408.46,0.08,-418.78,-0.08,-2484.97,-0.25,59
59,Entry long,2025-09-11 17:31,M1 scalp up,3634.33,1,3634.33,-418.78,-0.08,0,408.46,0.08,-418.78,-0.08,-2484.97,-0.25,59
60,Exit long,2025-09-11 20:30,SL,3634.83,2,7273.02,-495.46,-0.05,0,333.26,0.03,-495.46,-0.05,-2980.43,-0.30,36
60,Entry long,2025-09-11 19:54,M1 scalp up,3636.51,2,7273.02,-495.46,-0.05,0,333.26,0.03,-495.46,-0.05,-2980.43,-0.30,36
61,Exit long,2025-09-12 13:34,TSL,3650.27,1,3647.69,379.79,0.07,0,526.99,0.10,-1.47,0.00,-2600.64,-0.26,3
61,Entry long,2025-09-12 13:31,M1 scalp up,3647.69,1,3647.69,379.79,0.07,0,526.99,0.10,-1.47,0.00,-2600.64,-0.26,3
62,Exit long,2025-09-12 13:42,TSL,3651.17,1,3648.34,416.59,0.08,0,563.8,0.10,-164.87,-0.03,-2184.05,-0.22,6
62,Entry long,2025-09-12 13:36,M1 scalp up,3648.34,1,3648.34,416.59,0.08,0,563.8,0.10,-164.87,-0.03,-2184.05,-0.22,6
63,Exit long,2025-09-12 13:55,TSL,3651.55,1,3647.83,547.6,0.10,0,694.81,0.13,-172.23,-0.03,-1636.45,-0.16,7
63,Entry long,2025-09-12 13:48,M1 scalp up,3647.83,1,3647.83,547.6,0.10,0,694.81,0.13,-172.23,-0.03,-1636.45,-0.16,7
64,Exit long,2025-09-12 14:36,SL,3649.33,1,3652.81,-512.27,-0.10,0,101.57,0.02,-512.27,-0.10,-2148.72,-0.21,6
64,Entry long,2025-09-12 14:30,M1 scalp up,3652.81,1,3652.81,-512.27,-0.10,0,101.57,0.02,-512.27,-0.10,-2148.72,-0.21,6
65,Exit long,2025-09-12 15:05,SL,3645.52,1,3648.77,-478.42,-0.09,0,185.48,0.03,-478.42,-0.09,-2627.14,-0.26,17
65,Entry long,2025-09-12 14:48,M1 scalp up,3648.77,1,3648.77,-478.42,-0.09,0,185.48,0.03,-478.42,-0.09,-2627.14,-0.26,17
66,Exit long,2025-09-12 15:38,TSL,3646.16,1,3643.71,360.65,0.07,0,507.86,0.09,-203.14,-0.04,-2266.49,-0.23,17
66,Entry long,2025-09-12 15:21,M1 scalp up,3643.71,1,3643.71,360.65,0.07,0,507.86,0.09,-203.14,-0.04,-2266.49,-0.23,17
67,Exit long,2025-09-12 17:06,TSL,3648.86,1,3645.19,540.24,0.10,0,687.45,0.13,-379.79,-0.07,-1726.24,-0.17,78
67,Entry long,2025-09-12 15:48,M1 scalp up,3645.19,1,3645.19,540.24,0.10,0,687.45,0.13,-379.79,-0.07,-1726.24,-0.17,78
68,Exit long,2025-09-12 17:29,SL,3647.65,2,7298.92,-532.88,-0.05,0,147.21,0.01,-532.88,-0.05,-2259.13,-0.23,4
68,Entry long,2025-09-12 17:25,M1 scalp up,3649.46,2,7298.92,-532.88,-0.05,0,147.21,0.01,-532.88,-0.05,-2259.13,-0.23,4
69,Exit long,2025-09-12 18:08,SL,3647.22,2,7297.92,-512.27,-0.05,0,320.91,0.03,-512.27,-0.05,-2771.4,-0.28,22
69,Entry long,2025-09-12 17:46,M1 scalp up,3648.96,2,7297.92,-512.27,-0.05,0,320.91,0.03,-512.27,-0.05,-2771.4,-0.28,22
70,Exit long,2025-09-12 20:08,SL,3642.63,2,7288.62,-494.61,-0.05,0,315.02,0.03,-494.61,-0.05,-3266.01,-0.33,11
70,Entry long,2025-09-12 19:57,M1 scalp up,3644.31,2,7288.62,-494.61,-0.05,0,315.02,0.03,-494.61,-0.05,-3266.01,-0.33,11
71,Exit long,2025-09-14 22:03,TSL,3645.41,2,7284.38,950.84,0.09,0,1163.45,0.11,-303.24,-0.03,-2315.17,-0.23,48
71,Entry long,2025-09-12 20:15,M1 scalp up,3642.19,2,7284.38,950.84,0.09,0,1163.45,0.11,-303.24,-0.03,-2315.17,-0.23,48
72,Exit long,2025-09-15 14:00,SL,3655.6,1,3660.46,-717.56,-0.13,0,122.55,0.02,-717.56,-0.13,-3032.73,-0.30,7
72,Entry long,2025-09-15 13:53,M1 scalp up,3660.46,1,3660.46,-717.56,-0.13,0,122.55,0.02,-717.56,-0.13,-3032.73,-0.30,7
73,Exit long,2025-09-15 14:40,TSL,3660.98,1,3658.5,366.16,0.07,0,513.81,0.10,-360.26,-0.07,-2666.56,-0.27,22
73,Entry long,2025-09-15 14:18,M1 scalp up,3658.5,1,3658.5,366.16,0.07,0,513.81,0.10,-360.26,-0.07,-2666.56,-0.27,22
74,Exit long,2025-09-15 15:27,TSL,3666.82,1,3663.72,457.7,0.08,0,605.35,0.11,-32.48,-0.01,-2208.86,-0.22,13
74,Entry long,2025-09-15 15:14,M1 scalp up,3663.72,1,3663.72,457.7,0.08,0,605.35,0.11,-32.48,-0.01,-2208.86,-0.22,13
75,Exit long,2025-09-15 16:39,SL,3677.65,1,3681.24,-530.05,-0.10,0,5.91,0.00,-530.05,-0.10,-2738.91,-0.27,1
75,Entry long,2025-09-15 16:38,M1 scalp up,3681.24,1,3681.24,-530.05,-0.10,0,5.91,0.00,-530.05,-0.10,-2738.91,-0.27,1
76,Exit long,2025-09-15 17:33,TSL,3681.68,1,3678.77,429.65,0.08,0,577.3,0.11,-593.54,-0.11,-2309.26,-0.23,48
76,Entry long,2025-09-15 16:45,M1 scalp up,3678.77,1,3678.77,429.65,0.08,0,577.3,0.11,-593.54,-0.11,-2309.26,-0.23,48
77,Exit long,2025-09-15 17:51,TSL,3681.15,2,7359.82,366.16,0.03,0,528.57,0.05,-17.72,0.00,-1943.1,-0.19,8
77,Entry long,2025-09-15 17:43,M1 scalp up,3679.91,2,7359.82,366.16,0.03,0,528.57,0.05,-17.72,0.00,-1943.1,-0.19,8
78,Exit long,2025-09-15 20:01,SL,3679.34,2,7362.48,-561.05,-0.05,0,76.78,0.01,-561.05,-0.05,-2504.15,-0.25,5
78,Entry long,2025-09-15 19:56,M1 scalp up,3681.24,2,7362.48,-561.05,-0.05,0,76.78,0.01,-561.05,-0.05,-2504.15,-0.25,5
79,Exit long,2025-09-15 20:56,SL,3678.96,2,7361.66,-552.2,-0.05,0,259.86,0.02,-552.2,-0.05,-3056.35,-0.31,40
79,Entry long,2025-09-15 20:16,M1 scalp up,3680.83,2,7361.66,-552.2,-0.05,0,259.86,0.02,-552.2,-0.05,-3056.35,-0.31,40
80,Exit long,2025-09-16 15:06,SL,3681.12,1,3686.11,-735.27,-0.14,0,162.08,0.03,-735.27,-0.14,-3791.62,-0.38,4
80,Entry long,2025-09-16 15:02,M1 scalp up,3686.11,1,3686.11,-735.27,-0.14,0,162.08,0.03,-735.27,-0.14,-3791.62,-0.38,4
81,Exit long,2025-09-16 15:49,TSL,3683.89,1,3679.41,660.12,0.12,0,807.47,0.15,0,0.00,-3131.5,-0.31,5
81,Entry long,2025-09-16 15:44,M1 scalp up,3679.41,1,3679.41,660.12,0.12,0,807.47,0.15,0,0.00,-3131.5,-0.31,5
82,Exit long,2025-09-16 16:24,TSL,3688.47,1,3685.36,458.26,0.08,0,605.6,0.11,-110.51,-0.02,-2673.24,-0.27,17
82,Entry long,2025-09-16 16:07,M1 scalp up,3685.36,1,3685.36,458.26,0.08,0,605.6,0.11,-110.51,-0.02,-2673.24,-0.27,17
83,Exit long,2025-09-16 20:36,TSL,3692.67,1,3688.62,596.76,0.11,0,744.11,0.14,-356.58,-0.07,-2076.48,-0.21,236
83,Entry long,2025-09-16 16:40,M1 scalp up,3688.62,1,3688.62,596.76,0.11,0,744.11,0.14,-356.58,-0.07,-2076.48,-0.21,236
84,Exit long,2025-09-17 14:08,TSL,3680.46,1,3678.2,331.04,0.06,0,477.52,0.09,-276.84,-0.05,-1745.44,-0.17,22
84,Entry long,2025-09-17 13:46,M1 scalp up,3678.2,1,3678.2,331.04,0.06,0,477.52,0.09,-276.84,-0.05,-1745.44,-0.17,22
85,Exit long,2025-09-17 14:41,TSL,3684.6,1,3682.43,317.86,0.06,0,464.33,0.09,-89.35,-0.02,-1427.59,-0.14,15
85,Entry long,2025-09-17 14:26,M1 scalp up,3682.43,1,3682.43,317.86,0.06,0,464.33,0.09,-89.35,-0.02,-1427.59,-0.14,15
86,Exit long,2025-09-17 15:14,TSL,3686.15,1,3683.27,421.85,0.08,0,568.33,0.11,-114.25,-0.02,-1005.73,-0.10,23
86,Entry long,2025-09-17 14:51,M1 scalp up,3683.27,1,3683.27,421.85,0.08,0,568.33,0.11,-114.25,-0.02,-1005.73,-0.10,23
87,Exit long,2025-09-17 16:30,TSL,3687.54,1,3685.22,339.83,0.06,0,486.3,0.09,-354.47,-0.07,-665.91,-0.07,62
87,Entry long,2025-09-17 15:28,M1 scalp up,3685.22,1,3685.22,339.83,0.06,0,486.3,0.09,-354.47,-0.07,-665.91,-0.07,62
88,Exit long,2025-09-17 16:53,SL,3685.16,2,7374.08,-550.75,-0.05,0,278.31,0.03,-550.75,-0.05,-1216.66,-0.12,17
88,Entry long,2025-09-17 16:36,M1 scalp up,3687.04,2,7374.08,-550.75,-0.05,0,278.31,0.03,-550.75,-0.05,-1216.66,-0.12,17
89,Exit long,2025-09-17 17:03,SL,3682.64,2,7368.74,-506.81,-0.05,0,11.72,0.00,-506.81,-0.05,-1723.47,-0.17,2
89,Entry long,2025-09-17 17:01,M1 scalp up,3684.37,2,7368.74,-506.81,-0.05,0,11.72,0.00,-506.81,-0.05,-1723.47,-0.17,2
90,Exit long,2025-09-17 17:20,SL,3680.62,2,7365.04,-556.61,-0.05,0,184.56,0.02,-556.61,-0.05,-2280.08,-0.23,3
90,Entry long,2025-09-17 17:17,M1 scalp up,3682.52,2,7365.04,-556.61,-0.05,0,184.56,0.02,-556.61,-0.05,-2280.08,-0.23,3
91,Exit long,2025-09-17 17:29,TSL,3682.28,1,3679.45,414.53,0.08,0,561.01,0.10,-2.93,0.00,-1865.55,-0.19,3
91,Entry long,2025-09-17 17:26,M1 scalp up,3679.45,1,3679.45,414.53,0.08,0,561.01,0.10,-2.93,0.00,-1865.55,-0.19,3
92,Exit short,2025-09-17 22:08,TSL,3657.98,1,3660.01,298.3,0.06,0,648.02,0.12,-280.66,-0.05,-1567.26,-0.16,39
92,Entry short,2025-09-17 20:29,M1 scalp down,3660.01,1,3660.01,298.3,0.06,0,648.02,0.12,-280.66,-0.05,-1567.26,-0.16,39
93,Exit short,2025-09-18 16:12,SL,3644.22,1,3640.39,-562.8,-0.11,0,213.07,0.04,-562.8,-0.11,-2130.05,-0.21,36
93,Entry short,2025-09-18 15:36,M1 scalp down,3640.39,1,3640.39,-562.8,-0.11,0,213.07,0.04,-562.8,-0.11,-2130.05,-0.21,36
94,Exit short,2025-09-18 16:55,SL,3646.93,2,7289.2,-684.76,-0.06,0,329.15,0.03,-684.76,-0.06,-2814.81,-0.28,15
94,Entry short,2025-09-18 16:40,M1 scalp down,3644.6,2,7289.2,-684.76,-0.06,0,329.15,0.03,-684.76,-0.06,-2814.81,-0.28,15
95,Exit short,2025-09-18 18:02,TSL,3641.45,2,7289.52,972.77,0.09,0,1222.57,0.11,-332.09,-0.03,-1842.04,-0.18,39
95,Entry short,2025-09-18 17:23,M1 scalp down,3644.76,2,7289.52,972.77,0.09,0,1222.57,0.11,-332.09,-0.03,-1842.04,-0.18,39
96,Exit short,2025-09-18 19:54,SL,3645.35,2,7287.2,-514.3,-0.05,0,326.22,0.03,-514.3,-0.05,-2356.35,-0.24,21
96,Entry short,2025-09-18 19:33,M1 scalp down,3643.6,2,7287.2,-514.3,-0.05,0,326.22,0.03,-514.3,-0.05,-2356.35,-0.24,21
97,Exit short,2025-09-18 20:38,TSL,3644.19,2,7292.98,675.94,0.06,0,822.89,0.08,-67.59,-0.01,-1680.4,-0.17,34
97,Entry short,2025-09-18 20:04,M1 scalp down,3646.49,2,7292.98,675.94,0.06,0,822.89,0.08,-67.59,-0.01,-1680.4,-0.17,34
98,Exit long,2025-09-19 14:29,TSL,3663.42,1,3659.89,522.43,0.10,0,676.34,0.12,-541.67,-0.10,-1157.98,-0.12,15
98,Entry long,2025-09-19 14:14,M1 scalp up,3659.89,1,3659.89,522.43,0.10,0,676.34,0.12,-541.67,-0.10,-1157.98,-0.12,15
99,Exit long,2025-09-19 14:55,TSL,3667.57,1,3663.46,608.26,0.11,0,756.26,0.14,-88.8,-0.02,-549.71,-0.05,12
99,Entry long,2025-09-19 14:43,M1 scalp up,3663.46,1,3663.46,608.26,0.11,0,756.26,0.14,-88.8,-0.02,-549.71,-0.05,12
100,Exit long,2025-09-19 15:15,TSL,3671.39,1,3666.45,731.1,0.13,0,929.41,0.17,-183.52,-0.03,181.39,0.02,6
100,Entry long,2025-09-19 15:09,M1 scalp up,3666.45,1,3666.45,731.1,0.13,0,929.41,0.17,-183.52,-0.03,181.39,0.02,6
101,Exit long,2025-09-19 16:24,SL,3667.55,1,3671.61,-600.86,-0.11,0,248.63,0.05,-600.86,-0.11,-419.48,-0.04,55
101,Entry long,2025-09-19 15:29,M1 scalp up,3671.61,1,3671.61,-600.86,-0.11,0,248.63,0.05,-600.86,-0.11,-419.48,-0.04,55
102,Exit long,2025-09-19 17:06,TSL,3669.81,2,7337.48,316.71,0.03,0,497.27,0.05,-372.95,-0.03,-102.77,-0.01,14
102,Entry long,2025-09-19 16:52,M1 scalp up,3668.74,2,7337.48,316.71,0.03,0,497.27,0.05,-372.95,-0.03,-102.77,-0.01,14
103,Exit long,2025-09-19 19:51,TSL,3684.28,2,7364.54,594.94,0.05,0,742.94,0.07,-301.91,-0.03,492.18,0.05,20
103,Entry long,2025-09-19 19:31,M1 scalp up,3682.27,2,7364.54,594.94,0.05,0,742.94,0.07,-301.91,-0.03,492.18,0.05,20
104,Exit long,2025-09-19 20:14,SL,3681.63,2,7367.04,-559.42,-0.05,0,29.6,0.00,-559.42,-0.05,-67.25,-0.01,13
104,Entry long,2025-09-19 20:01,M1 scalp up,3683.52,2,7367.04,-559.42,-0.05,0,29.6,0.00,-559.42,-0.05,-67.25,-0.01,13
105,Exit long,2025-09-22 16:35,TSL,3737.78,1,3735.5,337.34,0.06,0,485.3,0.09,-4.44,0.00,270.1,0.03,22
105,Entry long,2025-09-22 16:13,M1 scalp up,3735.5,1,3735.5,337.34,0.06,0,485.3,0.09,-4.44,0.00,270.1,0.03,22
106,Exit long,2025-09-22 17:10,TSL,3740.13,1,3737.34,412.8,0.07,0,560.76,0.10,-153.88,-0.03,682.9,0.07,19
106,Entry long,2025-09-22 16:51,M1 scalp up,3737.34,1,3737.34,412.8,0.07,0,560.76,0.10,-153.88,-0.03,682.9,0.07,19
107,Exit long,2025-09-22 17:27,TSL,3740.25,2,7478.02,366.94,0.03,0,559.28,0.05,-127.24,-0.01,1049.84,0.10,6
107,Entry long,2025-09-22 17:21,M1 scalp up,3739.01,2,7478.02,366.94,0.03,0,559.28,0.05,-127.24,-0.01,1049.84,0.10,6
108,Exit long,2025-09-22 20:59,SL,3745.49,2,7494.78,-562.24,-0.05,0,290,0.03,-562.24,-0.05,487.6,0.05,55
108,Entry long,2025-09-22 20:04,M1 scalp up,3747.39,2,7494.78,-562.24,-0.05,0,290,0.03,-562.24,-0.05,487.6,0.05,55
109,Exit long,2025-09-23 15:15,TSL,3778.62,1,3773.37,775.48,0.14,0,923.19,0.17,-76.81,-0.01,1263.08,0.13,12
109,Entry long,2025-09-23 15:03,M1 scalp up,3773.37,1,3773.37,775.48,0.14,0,923.19,0.17,-76.81,-0.01,1263.08,0.13,12
110,Exit long,2025-09-23 15:33,TSL,3781,1,3777.77,477.11,0.09,0,624.82,0.11,-36.93,-0.01,1740.19,0.17,8
110,Entry long,2025-09-23 15:25,M1 scalp up,3777.77,1,3777.77,477.11,0.09,0,624.82,0.11,-36.93,-0.01,1740.19,0.17,8
111,Exit long,2025-09-23 15:54,SL,3775.79,1,3778.66,-423.93,-0.08,0,4.43,0.00,-423.93,-0.08,1316.25,0.13,7
111,Entry long,2025-09-23 15:47,M1 scalp up,3778.66,1,3778.66,-423.93,-0.08,0,4.43,0.00,-423.93,-0.08,1316.25,0.13,7
112,Exit long,2025-09-23 16:14,SL,3774.17,1,3777.28,-459.38,-0.08,0,0,0.00,-459.38,-0.08,856.87,0.09,2
112,Entry long,2025-09-23 16:12,M1 scalp up,3777.28,1,3777.28,-459.38,-0.08,0,0,0.00,-459.38,-0.08,856.87,0.09,2
113,Exit long,2025-09-23 16:35,TSL,3777,1,3774.98,298.38,0.05,0,446.09,0.08,-75.33,-0.01,1155.25,0.12,6
113,Entry long,2025-09-23 16:29,M1 scalp up,3774.98,1,3774.98,298.38,0.05,0,446.09,0.08,-75.33,-0.01,1155.25,0.12,6
114,Exit long,2025-09-23 17:27,TSL,3784.71,1,3779.88,713.44,0.13,0,861.16,0.15,0,0.00,1868.69,0.19,10
114,Entry long,2025-09-23 17:17,M1 scalp up,3779.88,1,3779.88,713.44,0.13,0,861.16,0.15,0,0.00,1868.69,0.19,10
115,Exit long,2025-09-23 17:58,SL,3776.53,1,3780.73,-620.39,-0.11,0,87.15,0.02,-620.39,-0.11,1248.31,0.12,27
115,Entry long,2025-09-23 17:31,M1 scalp up,3780.73,1,3780.73,-620.39,-0.11,0,87.15,0.02,-620.39,-0.11,1248.31,0.12,27
116,Exit long,2025-09-23 23:13,TSL,3769.11,1,3765.08,594.99,0.11,0,742.63,0.13,-509.36,-0.09,1843.3,0.18,134
116,Entry long,2025-09-23 19:59,M1 scalp up,3765.08,1,3765.08,594.99,0.11,0,742.63,0.13,-509.36,-0.09,1843.3,0.18,134
117,Exit long,2025-09-24 15:17,TSL,3755.43,1,3753.32,311.52,0.06,0,459.16,0.08,-215.56,-0.04,2154.82,0.22,4
117,Entry long,2025-09-24 15:13,M1 scalp up,3753.32,1,3753.32,311.52,0.06,0,459.16,0.08,-215.56,-0.04,2154.82,0.22,4
118,Exit long,2025-09-24 15:31,SL,3747.89,1,3752.54,-686.53,-0.12,0,16.24,0.00,-686.53,-0.12,1468.29,0.15,3
118,Entry long,2025-09-24 15:28,M1 scalp up,3752.54,1,3752.54,-686.53,-0.12,0,16.24,0.00,-686.53,-0.12,1468.29,0.15,3
119,Exit short,2025-09-24 16:35,TSL,3739.99,1,3742.59,383.87,0.07,0,531.51,0.10,-62.01,-0.01,1852.16,0.19,3
119,Entry short,2025-09-24 16:32,M1 scalp down,3742.59,1,3742.59,383.87,0.07,0,531.51,0.10,-62.01,-0.01,1852.16,0.19,3
120,Exit short,2025-09-24 17:05,TSL,3735.26,1,3738.08,416.35,0.08,0,563.99,0.10,-17.72,0.00,2268.51,0.23,8
120,Entry short,2025-09-24 16:57,M1 scalp down,3738.08,1,3738.08,416.35,0.08,0,563.99,0.10,-17.72,0.00,2268.51,0.23,8
121,Exit short,2025-09-24 17:27,TSL,3735.04,1,3737.3,333.67,0.06,0,518.22,0.09,-225.89,-0.04,2602.18,0.26,20
121,Entry short,2025-09-24 17:07,M1 scalp down,3737.3,1,3737.3,333.67,0.06,0,518.22,0.09,-225.89,-0.04,2602.18,0.26,20
122,Exit short,2025-09-24 18:07,TSL,3729.82,1,3734.61,707.2,0.13,0,875.51,0.16,-98.92,-0.02,3309.38,0.33,15
122,Entry short,2025-09-24 17:52,M1 scalp down,3734.61,1,3734.61,707.2,0.13,0,875.51,0.16,-98.92,-0.02,3309.38,0.33,15
123,Exit short,2025-09-24 19:36,SL,3723.5,1,3720.09,-503.46,-0.09,0,7.38,0.00,-503.46,-0.09,2805.92,0.28,5
123,Entry short,2025-09-24 19:31,M1 scalp down,3720.09,1,3720.09,-503.46,-0.09,0,7.38,0.00,-503.46,-0.09,2805.92,0.28,5
124,Exit short,2025-09-24 19:41,SL,3727.24,1,3723.73,-518.22,-0.09,0,22.15,0.00,-518.22,-0.09,2287.7,0.23,1
124,Entry short,2025-09-24 19:40,M1 scalp down,3723.73,1,3723.73,-518.22,-0.09,0,22.15,0.00,-518.22,-0.09,2287.7,0.23,1
125,Exit short,2025-09-24 20:38,SL,3734.88,1,3731.65,-476.88,-0.09,0,116.64,0.02,-476.88,-0.09,1810.82,0.18,36
125,Entry short,2025-09-24 20:02,M1 scalp down,3731.65,1,3731.65,-476.88,-0.09,0,116.64,0.02,-476.88,-0.09,1810.82,0.18,36
126,Exit short,2025-09-24 22:00,SL,3738.32,2,7473.14,-521.13,-0.05,0,206.7,0.02,-521.13,-0.05,1289.69,0.13,5
126,Entry short,2025-09-24 20:55,M1 scalp down,3736.57,2,7473.14,-521.13,-0.05,0,206.7,0.02,-521.13,-0.05,1289.69,0.13,5
127,Exit short,2025-09-25 16:07,SL,3738.76,1,3733.91,-722.14,-0.13,0,388.62,0.07,-722.14,-0.13,567.55,0.06,27
127,Entry short,2025-09-25 15:40,M1 scalp down,3733.91,1,3733.91,-722.14,-0.13,0,388.62,0.07,-722.14,-0.13,567.55,0.06,27
128,Exit short,2025-09-25 16:45,TSL,3735.25,1,3737.37,315.66,0.06,0,464.55,0.08,-77.43,-0.01,883.2,0.09,3
128,Entry short,2025-09-25 16:42,M1 scalp down,3737.37,1,3737.37,315.66,0.06,0,464.55,0.08,-77.43,-0.01,883.2,0.09,3
129,Exit short,2025-09-25 17:13,SL,3737.81,1,3734.44,-501.78,-0.09,0,2.98,0.00,-501.78,-0.09,381.43,0.04,4
129,Entry short,2025-09-25 17:09,M1 scalp down,3734.44,1,3734.44,-501.78,-0.09,0,2.98,0.00,-501.78,-0.09,381.43,0.04,4
130,Exit short,2025-09-25 17:58,SL,3744.07,1,3740.33,-556.87,-0.10,0,168.25,0.03,-556.87,-0.10,-175.44,-0.02,11
130,Entry short,2025-09-25 17:47,M1 scalp down,3740.33,1,3740.33,-556.87,-0.10,0,168.25,0.03,-556.87,-0.10,-175.44,-0.02,11
131,Exit long,2025-09-25 19:37,SL,3747.1,1,3750.48,-503.27,-0.09,0,113.16,0.02,-503.27,-0.09,-678.7,-0.07,5
131,Entry long,2025-09-25 19:32,M1 scalp up,3750.48,1,3750.48,-503.27,-0.09,0,113.16,0.02,-503.27,-0.09,-678.7,-0.07,5
132,Exit long,2025-09-25 20:09,TSL,3748.64,1,3746.11,376.7,0.07,0,525.6,0.09,-40.2,-0.01,-302,-0.03,12
132,Entry long,2025-09-25 19:57,M1 scalp up,3746.11,1,3746.11,376.7,0.07,0,525.6,0.09,-40.2,-0.01,-302,-0.03,12
133,Exit long,2025-09-25 20:50,TSL,3751.43,1,3748.66,412.44,0.07,0,561.33,0.10,-10.42,0.00,110.44,0.01,26
133,Entry long,2025-09-25 20:24,M1 scalp up,3748.66,1,3748.66,412.44,0.07,0,561.33,0.10,-10.42,0.00,110.44,0.01,26
134,Exit long,2025-09-25 22:01,SL,3748.09,2,7500.32,-620.13,-0.06,0,182.74,0.02,-620.13,-0.06,-509.69,-0.05,5
134,Entry long,2025-09-25 20:56,M1 scalp up,3750.16,2,7500.32,-620.13,-0.06,0,182.74,0.02,-620.13,-0.06,-509.69,-0.05,5
135,Exit long,2025-09-26 15:50,TSL,3778.89,1,3775.5,507.79,0.09,0,657.58,0.12,-59.92,-0.01,-1.9,0.00,11
135,Entry long,2025-09-26 15:39,M1 scalp up,3775.5,1,3775.5,507.79,0.09,0,657.58,0.12,-59.92,-0.01,-1.9,0.00,11
136,Exit long,2025-09-26 16:14,SL,3775.03,1,3778.83,-569.2,-0.10,0,352.01,0.06,-569.2,-0.10,-571.11,-0.06,12
136,Entry long,2025-09-26 16:02,M1 scalp up,3778.83,1,3778.83,-569.2,-0.10,0,352.01,0.06,-569.2,-0.10,-571.11,-0.06,12
137,Exit long,2025-09-26 16:33,TSL,3775.65,1,3772.5,471.84,0.08,0,665.07,0.12,-161.77,-0.03,-99.27,-0.01,5
137,Entry long,2025-09-26 16:28,M1 scalp up,3772.5,1,3772.5,471.84,0.08,0,665.07,0.12,-161.77,-0.03,-99.27,-0.01,5
138,Exit long,2025-09-26 17:15,TSL,3778.04,1,3774.25,567.7,0.10,0,717.49,0.13,-151.29,-0.03,468.44,0.05,23
138,Entry long,2025-09-26 16:52,M1 scalp up,3774.25,1,3774.25,567.7,0.10,0,717.49,0.13,-151.29,-0.03,468.44,0.05,23
139,Exit long,2025-09-26 17:41,TSL,3782.06,1,3778.87,477.83,0.08,0,627.62,0.11,-176.75,-0.03,946.27,0.09,11
139,Entry long,2025-09-26 17:30,M1 scalp up,3778.87,1,3778.87,477.83,0.08,0,627.62,0.11,-176.75,-0.03,946.27,0.09,11
140,Exit long,2025-09-26 18:03,SL,3778.18,1,3781.17,-447.87,-0.08,0,304.07,0.05,-447.87,-0.08,498.4,0.05,12
140,Entry long,2025-09-26 17:51,M1 scalp up,3781.17,1,3781.17,-447.87,-0.08,0,304.07,0.05,-447.87,-0.08,498.4,0.05,12
141,Exit long,2025-09-26 20:40,SL,3763.97,1,3768.32,-651.59,-0.12,0,358,0.06,-651.59,-0.12,-153.19,-0.02,62
141,Entry long,2025-09-26 19:38,M1 scalp up,3768.32,1,3768.32,-651.59,-0.12,0,358,0.06,-651.59,-0.12,-153.19,-0.02,62
142,Exit long,2025-09-28 22:00,SL,3758.18,1,3761.81,-542.58,-0.10,0,110.84,0.02,-542.58,-0.10,-695.77,-0.07,10
142,Entry long,2025-09-26 20:50,M1 scalp up,3761.81,1,3761.81,-542.58,-0.10,0,110.84,0.02,-542.58,-0.10,-695.77,-0.07,10
143,Exit long,2025-09-29 15:34,SL,3822.59,1,3827.21,-690.56,-0.12,0,32.88,0.01,-690.56,-0.12,-1386.34,-0.14,0
143,Entry long,2025-09-29 15:34,M1 scalp up,3827.21,1,3827.21,-690.56,-0.12,0,32.88,0.01,-690.56,-0.12,-1386.34,-0.14,0
144,Exit long,2025-09-29 17:15,SL,3826.77,1,3830.94,-623.3,-0.11,0,381.15,0.07,-623.3,-0.11,-2009.63,-0.20,77
144,Entry long,2025-09-29 15:58,M1 scalp up,3830.94,1,3830.94,-623.3,-0.11,0,381.15,0.07,-623.3,-0.11,-2009.63,-0.20,77
